,cep,cidade,uf,cep_5_digitos
721,57520970,Maravilha,AL,57520
722,78130005,Várzea Grande,MT,78130
723,95705266,Bento Gonçalves,RS,95705
724,64002348,Teresina,PI,64002
725,79641012,Três Lagoas,MS,79641
726,58737970,Maturéia,PB,58737
727,58720970,Santa Teresinha,PB,58720
728,64753970,Betânia do Piauí,PI,64753
729,59507970,Alto do Rodrigues,RN,59507
730,58328959,Pedras de Fogo,PB,58328
731,69104614,Itacoatiara,AM,69104
732,44560970,Dom Macedo Costa,BA,44560
733,79824330,Dourados,MS,79824
734,12850970,Bananal,SP,12850
735,21221300,Rio de Janeiro,RJ,21221
736,23831230,Itaguaí,RJ,23831
737,57605050,Palmeira dos Índios,AL,57605
738,39868970,Serra dos Aimorés,MG,39868
739,39817970,Novo Oriente de Minas,MG,39817
740,49360970,Boquim,SE,49360
741,19250990,Sandovalina,SP,19250
742,63160970,Potengi,CE,63160
743,25565172,São João de Meriti,RJ,25565
744,18607335,Botucatu,SP,18607
745,26560495,Mesquita,RJ,26560
746,59133366,Natal,RN,59133
747,58385970,Serra Redonda,PB,58385
748,76987758,Vilhena,RO,76987
749,86070370,Londrina,PR,86070
750,35359972,Vermelho Novo,MG,35359
751,85509380,Pato Branco,PR,85509
752,79602025,Três Lagoas,MS,79602
753,21610220,Rio de Janeiro,RJ,21610
754,13563776,São Carlos,SP,13563
755,37630970,Toledo,MG,37630
756,65094000,São Luís,MA,65094
757,39711970,Conceição de Tronqueiras,MG,39711
758,39745970,Senhora do Porto,MG,39745
759,37480990,Lambari,MG,37480
760,36908899,Manhuaçu,MG,36908
761,68633970,Dom Eliseu,PA,68633
762,70362500,Brasília,DF,70362
763,72631150,Brasília,DF,72631
764,12944400,Atibaia,SP,12944
765,74110060,Goiânia,GO,74110
766,30644000,Belo Horizonte,MG,30644
767,93420295,Novo Hamburgo,RS,93420
768,25780970,São José do Vale do Rio Preto,RJ,25780
769,15014140,São José do Rio Preto,SP,15014
770,74967470,Aparecida de Goiânia,GO,74967
771,79012600,Campo Grande,MS,79012
772,59153155,Parnamirim,RN,59153
773,61880990,Itaitinga,CE,61880
774,60731534,Fortaleza,CE,60731
775,32235000,Contagem,MG,32235
776,53427100,Paulista,PE,53427
777,39492973,Pedras de Maria da Cruz,MG,39492
778,73368762,Brasília,DF,73368
779,51250005,Recife,PE,51250
780,24111000,Niterói,RJ,24111
781,08587200,Itaquaquecetuba,SP,08587
782,59084010,Natal,RN,59084
783,37800973,Guaxupé,MG,37800
784,37713100,Poços de Caldas,MG,37713
785,23821310,Itaguaí,RJ,23821
786,64018500,Teresina,PI,64018
787,89703183,Concórdia,SC,89703
788,75832214,Mineiros,GO,75832
789,17067540,Bauru,SP,17067
790,76980062,Vilhena,RO,76980
791,75210000,Palmelo,GO,75210
792,84600420,União da Vitória,PR,84600
793,99610971,Rio dos Índios,RS,99610
794,95310970,André da Rocha,RS,95310
795,77460000,Peixe,TO,77460
796,63034012,Juazeiro do Norte,CE,63034
797,86600520,Rolândia,PR,86600
798,44075319,Feira de Santana,BA,44075
799,79072904,Campo Grande,MS,79072
800,76964420,Cacoal,RO,76964
801,13636113,Pirassununga,SP,13636
802,74455050,Goiânia,GO,74455
803,78555286,Sinop,MT,78555
804,76898970,Governador Jorge Teixeira,RO,76898
805,75490000,São Francisco de Goiás,GO,75490
806,83850970,Agudos do Sul,PR,83850
807,13328285,Salto,SP,13328
808,89806700,Chapecó,SC,89806
809,13986970,Barão Ataliba Nogueira,SP,13986
810,21745265,Rio de Janeiro,RJ,21745
811,45848970,Itabela,BA,45848
812,11600518,São Sebastião,SP,11600
813,59094100,Natal,RN,59094
814,23895745,Seropédica,RJ,23895
815,23080430,Rio de Janeiro,RJ,23080
816,27330660,Barra Mansa,RJ,27330
817,58105733,Cabedelo,PB,58105
818,74943010,Aparecida de Goiânia,GO,74943
819,74962385,Aparecida de Goiânia,GO,74962
820,68372901,Altamira,PA,68372
821,55315970,Correntes,PE,55315
822,07251250,Guarulhos,SP,07251
823,26410170,Japeri,RJ,26410
824,76874105,Ariquemes,RO,76874
825,30520000,Belo Horizonte,MG,30520
826,94852370,Alvorada,RS,94852
827,47803858,Barreiras,BA,47803
828,92032713,Canoas,RS,92032
829,48130970,Aramari,BA,48130
830,37038013,Varginha,MG,37038
831,05705150,São Paulo,SP,05705
832,96025000,Pelotas,RS,96025
833,29112690,Vila Velha,ES,29112
834,64890970,Canto do Buriti,PI,64890
835,70059900,Brasília,DF,70059
836,75534010,Itumbiara,GO,75534
837,26279155,Nova Iguaçu,RJ,26279
838,64030005,Teresina,PI,64030
839,68565970,Santa Maria das Barreiras,PA,68565
840,25970263,Teresópolis,RJ,25970
841,58046518,João Pessoa,PB,58046
842,62375970,Carnaubal,CE,62375
843,71910000,Brasília,DF,71910
844,12215000,São José dos Campos,SP,12215
845,94824700,Alvorada,RS,94824
846,29700558,Colatina,ES,29700
847,76874156,Ariquemes,RO,76874
848,48120991,Pojuca,BA,48120
849,27260240,Volta Redonda,RJ,27260
850,63103120,Crato,CE,63103
851,25060440,Duque de Caxias,RJ,25060
852,29760970,Alto Rio Novo,ES,29760
853,76813544,Porto Velho,RO,76813
854,35845970,Santana do Riacho,MG,35845
855,60540604,Fortaleza,CE,60540
856,73760970,São João D'Aliança,GO,73760
857,26574751,Mesquita,RJ,26574
858,25815270,Três Rios,RJ,25815
859,18111135,Votorantim,SP,18111
860,51180047,Recife,PE,51180
861,27930763,Macaé,RJ,27930
862,59621123,Mossoró,RN,59621
863,29134529,Viana,ES,29134
864,71665240,Brasília,DF,71665
865,72507200,Brasília,DF,72507
866,91530030,Porto Alegre,RS,91530
867,34725010,Sabará,MG,34725
868,36930970,Simonésia,MG,36930
869,72710026,Brasília,DF,72710
870,35043690,Governador Valadares,MG,35043
871,75070560,Anápolis,GO,75070
872,73367003,Brasília,DF,73367
873,06866190,Itapecerica da Serra,SP,06866
874,09121620,Santo André,SP,09121
875,95059100,Caxias do Sul,RS,95059
876,33080046,Santa Luzia,MG,33080
877,21021100,Rio de Janeiro,RJ,21021
878,78008105,Cuiabá,MT,78008
879,23540390,Rio de Janeiro,RJ,23540
880,86702885,Arapongas,PR,86702
881,12307630,Jacareí,SP,12307
882,36958970,Roseiral,MG,36958
883,44057016,Feira de Santana,BA,44057
884,51240726,Recife,PE,51240
885,61901530,Maracanaú,CE,61901
886,76909520,Ji-Paraná,RO,76909
887,79002362,Campo Grande,MS,79002
888,69918510,Rio Branco,AC,69918
889,79031906,Campo Grande,MS,79031
890,74944650,Aparecida de Goiânia,GO,74944
891,74990565,Aparecida de Goiânia,GO,74990
892,96400120,Bagé,RS,96400
893,78091594,Cuiabá,MT,78091
894,27353000,Barra Mansa,RJ,27353
895,85063000,Guarapuava,PR,85063
896,38748552,Patrocínio,MG,38748
897,17014340,Bauru,SP,17014
898,15801440,Catanduva,SP,15801
899,83414324,Colombo,PR,83414
900,56310800,Petrolina,PE,56310
901,69917542,Rio Branco,AC,69917
902,78553631,Sinop,MT,78553
903,69103488,Itacoatiara,AM,69103
904,76811606,Porto Velho,RO,76811
905,06807520,Embu das Artes,SP,06807
906,83704990,Araucária,PR,83704
907,29051015,Vitória,ES,29051
908,69917672,Rio Branco,AC,69917
909,60350485,Fortaleza,CE,60350
910,29033028,Vitória,ES,29033
911,85860300,Foz do Iguaçu,PR,85860
912,95727972,Boa Vista do Sul,RS,95727
913,17160474,Arealva,SP,17160
914,23530610,Rio de Janeiro,RJ,23530
915,60843265,Fortaleza,CE,60843
916,23819000,Itaguaí,RJ,23819
917,90610320,Porto Alegre,RS,90610
918,68909552,Macapá,AP,68909
919,74115900,Goiânia,GO,74115
920,71710550,Brasília,DF,71710
921,26425204,Japeri,RJ,26425
922,35590352,Lagoa da Prata,MG,35590
923,93820000,Sapiranga,RS,93820
924,79103011,Campo Grande,MS,79103
925,75950980,Jandaia,GO,75950
926,76355970,Morro Agudo de Goiás,GO,76355
927,97940975,Salvador das Missões,RS,97940
928,77580970,Silvanópolis,TO,77580
929,82305100,Curitiba,PR,82305
930,98975970,Campina das Missões,RS,98975
931,79932970,Vila Marques,MS,79932
932,35183241,Timóteo,MG,35183
933,09618040,São Bernardo do Campo,SP,09618
934,78590970,Paranaíta,MT,78590
935,97685970,Itacurubi,RS,97685
936,79220970,Nioaque,MS,79220
937,74543010,Goiânia,GO,74543
938,78890248,Sorriso,MT,78890
939,12226991,São José dos Campos,SP,12226
940,78578970,Ipiranga do Norte,MT,78578
941,26520098,Nilópolis,RJ,26520
942,19505970,Tecainda,SP,19505
943,89440970,Irineópolis,SC,89440
944,30555100,Belo Horizonte,MG,30555
945,08620380,Suzano,SP,08620
946,62880381,Horizonte,CE,62880
947,23065480,Rio de Janeiro,RJ,23065
948,75806847,Jataí,GO,75806
949,66123020,Belém,PA,66123
950,79440970,Jaraguari,MS,79440
951,96205350,Rio Grande,RS,96205
952,86770970,Santa Fé,PR,86770
953,89247990,Balneário Barra do Sul,SC,89247
954,78301056,Tangará da Serra,MT,78301
955,83055370,São José dos Pinhais,PR,83055
956,12242031,São José dos Campos,SP,12242
957,60532710,Fortaleza,CE,60532
958,86060320,Londrina,PR,86060
959,86802843,Apucarana,PR,86802
960,86031770,Londrina,PR,86031
961,17215095,Jaú,SP,17215
962,86066000,Londrina,PR,86066
963,40140870,Salvador,BA,40140
964,18970270,Chavantes,SP,18970
965,93315250,Novo Hamburgo,RS,93315
966,29700750,Colatina,ES,29700
967,41306100,Salvador,BA,41306
968,18057133,Sorocaba,SP,18057
969,12919317,Bragança Paulista,SP,12919
970,32670795,Betim,MG,32670
971,40260600,Salvador,BA,40260
972,13735700,Mococa,SP,13735
973,06859520,Itapecerica da Serra,SP,06859
974,09160200,Santo André,SP,09160
975,35182483,Timóteo,MG,35182
976,74893720,Goiânia,GO,74893
977,62500780,Itapipoca,CE,62500
978,80410140,Curitiba,PR,80410
979,11718380,Praia Grande,SP,11718
980,94070386,Gravataí,RS,94070
981,95013407,Caxias do Sul,RS,95013
982,86604616,Rolândia,PR,86604
983,40220103,Salvador,BA,40220
984,29680970,João Neiva,ES,29680
985,55490970,Altinho,PE,55490
986,39416970,Vila Nova de Minas,MG,39416
987,62980970,Iracema,CE,62980
988,59330970,Jucurutu,RN,59330
989,38755970,Lagoa Grande,MG,38755
990,65280970,Cândido Mendes,MA,65280
991,65695970,Fortuna,MA,65695
992,48520970,Canudos,BA,48520
993,62748970,Capistrano,CE,62748
994,59378959,São José do Seridó,RN,59378
995,58830970,Jericó,PB,58830
996,68600970,Bragança,PA,68600
997,55385970,Lajedo,PE,55385
998,37511970,Piranguçu,MG,37511
999,55240970,Poção,PE,55240
1000,71730110,Brasília,DF,71730
1001,76808012,Porto Velho,RO,76808
1002,96130000,Colônia Z-3,RS,96130
1003,79758971,Nova Casa Verde,MS,79758
1004,85988970,Entre Rios do Oeste,PR,85988
1005,14904000,Nova América,SP,14904
1006,14115970,Guatapará,SP,14115
1007,96910970,Segredo,RS,96910
1008,89830970,Abelardo Luz,SC,89830
1009,85875970,Santa Terezinha de Itaipu,PR,85875
1010,49230970,Santa Luzia do Itanhy,SE,49230
1011,15895970,Cedral,SP,15895
1012,84196000,Capão Alto,PR,84196
1013,59795970,Felipe Guerra,RN,59795
1014,17900970,Dracena,SP,17900
1015,76871307,Ariquemes,RO,76871
1016,58960971,Bonito de Santa Fé,PB,58960
1017,21071160,Rio de Janeiro,RJ,21071
1018,60540495,Fortaleza,CE,60540
1019,38073000,Uberaba,MG,38073
1020,69914244,Rio Branco,AC,69914
1021,78050005,Cuiabá,MT,78050
1022,39475971,São João das Missões,MG,39475
1023,37670970,Consolação,MG,37670
1024,76966288,Cacoal,RO,76966
1025,39219970,Augusto de Lima,MG,39219
1026,36035465,Juiz de Fora,MG,36035
1027,78550398,Sinop,MT,78550
1028,37940970,Alpinópolis,MG,37940
1029,30880362,Belo Horizonte,MG,30880
1030,86465970,Guapirama,PR,86465
1031,09391200,Mauá,SP,09391
1032,65037255,São Luís,MA,65037
1033,70044902,Brasília,DF,70044
1034,06065171,Osasco,SP,06065
1035,78891491,Sorriso,MT,78891
1036,91430400,Porto Alegre,RS,91430
1037,87111720,Sarandi,PR,87111
1038,65048790,São Luís,MA,65048
1039,29909100,Linhares,ES,29909
1040,70272500,Brasília,DF,70272
1041,23823195,Itaguaí,RJ,23823
1042,38022070,Uberaba,MG,38022
1043,75180000,Silvânia,GO,75180
1044,76805755,Porto Velho,RO,76805
1045,05533000,São Paulo,SP,05533
1046,17380970,Brotas,SP,17380
1047,64016745,Teresina,PI,64016
1048,55028331,Caruaru,PE,55028
1049,36350970,São Tiago,MG,36350
1050,69934970,Epitaciolândia,AC,69934
1051,76180000,Nazário,GO,76180
1052,96255970,Chuí,RS,96255
1053,78775970,Tesouro,MT,78775
1054,76813498,Porto Velho,RO,76813
1055,76987116,Vilhena,RO,76987
1056,77850970,Muricilândia,TO,77850
1057,95768959,Linha Nova,RS,95768
1058,38748520,Patrocínio,MG,38748
1059,35681303,Itaúna,MG,35681
1060,61919600,Maracanaú,CE,61919
1061,50960691,Recife,PE,50960
1062,49038050,Aracaju,SE,49038
1063,39402763,Montes Claros,MG,39402
1064,93050014,São Leopoldo,RS,93050
1065,96075520,Pelotas,RS,96075
1066,78555066,Sinop,MT,78555
1067,84240970,Piraí do Sul,PR,84240
1068,58080730,João Pessoa,PB,58080
1069,05126050,São Paulo,SP,05126
1070,79720970,Jateí,MS,79720
1071,76811360,Porto Velho,RO,76811
1072,69903016,Rio Branco,AC,69903
1073,56332752,Petrolina,PE,56332
1074,36202287,Barbacena,MG,36202
1075,94420440,Viamão,RS,94420
1076,95236971,Monte Alegre dos Campos,RS,95236
1077,87980970,Itaúna do Sul,PR,87980
1078,88725970,Azambuja,SC,88725
1079,60765515,Fortaleza,CE,60765
1080,85960991,Marechal Cândido Rondon,PR,85960
1081,13640462,Pirassununga,SP,13640
1082,83045350,São José dos Pinhais,PR,83045
1083,84174600,Castro,PR,84174
1084,76961602,Cacoal,RO,76961
1085,12211115,São José dos Campos,SP,12211
1086,89870970,Pinhalzinho,SC,89870
1087,87504535,Umuarama,PR,87504
1088,29030010,Vitória,ES,29030
1089,39340959,Coração de Jesus,MG,39340
1090,56314440,Petrolina,PE,56314
1091,15608100,Fernandópolis,SP,15608
1092,41311449,Salvador,BA,41311
1093,87045200,Maringá,PR,87045
1094,89084106,Indaial,SC,89084
1095,11604680,São Sebastião,SP,11604
1096,74973820,Aparecida de Goiânia,GO,74973
1097,15790970,Rubinéia,SP,15790
1098,78550598,Sinop,MT,78550
1099,76965894,Cacoal,RO,76965
1100,30130110,Belo Horizonte,MG,30130
1101,67118245,Ananindeua,PA,67118
1102,52040081,Recife,PE,52040
1103,89260425,Jaraguá do Sul,SC,89260
1104,26572481,Mesquita,RJ,26572
1105,54789031,Camaragibe,PE,54789
1106,15350970,Auriflama,SP,15350
1107,12918062,Bragança Paulista,SP,12918
1108,14809235,Araraquara,SP,14809
1109,60333260,Fortaleza,CE,60333
1110,29701121,Colatina,ES,29701
1111,44885970,Mulungu do Morro,BA,44885
1112,19570970,Regente Feijó,SP,19570
1113,19410970,Piquerobi,SP,19410
1114,26080280,Nova Iguaçu,RJ,26080
1115,30882645,Belo Horizonte,MG,30882
1116,24752650,São Gonçalo,RJ,24752
1117,29310346,Cachoeiro de Itapemirim,ES,29310
1118,17021100,Bauru,SP,17021
1119,58350970,Caldas Brandão,PB,58350
1120,30840032,Belo Horizonte,MG,30840
1121,58915970,Uiraúna,PB,58915
1122,06665025,Itapevi,SP,06665
1123,15802336,Catanduva,SP,15802
1124,58685970,Assunção,PB,58685
1125,60710902,Fortaleza,CE,60710
1126,21540500,Rio de Janeiro,RJ,21540
1127,52190102,Recife,PE,52190
1128,48908562,Juazeiro,BA,48908
1129,12955970,Bom Jesus dos Perdões,SP,12955
1130,27351720,Barra Mansa,RJ,27351
1131,48565970,Sítio do Quinto,BA,48565
1132,93351325,Novo Hamburgo,RS,93351
1133,29167124,Serra,ES,29167
1134,76807005,Porto Velho,RO,76807
1135,95115000,Caxias do Sul,RS,95115
1136,93042305,São Leopoldo,RS,93042
1137,35680543,Itaúna,MG,35680
1138,69918550,Rio Branco,AC,69918
1139,74305120,Goiânia,GO,74305
1140,26278630,Nova Iguaçu,RJ,26278
1141,19430990,Marabá Paulista,SP,19430
1142,62766970,Guaramiranga,CE,62766
1143,65939970,Itinga do Maranhão,MA,65939
1144,76872899,Ariquemes,RO,76872
1145,56503012,Arcoverde,PE,56503
1146,89231995,Joinville,SC,89231
1147,64606405,Picos,PI,64606
1148,12941181,Atibaia,SP,12941
1149,68655970,Irituia,PA,68655
1150,18114105,Votorantim,SP,18114
1151,60821500,Fortaleza,CE,60821
1152,41740730,Salvador,BA,41740
1153,26261020,Nova Iguaçu,RJ,26261
1154,53437072,Paulista,PE,53437
1155,57057550,Maceió,AL,57057
1156,87206310,Cianorte,PR,87206
1157,79114000,Campo Grande,MS,79114
1158,18113141,Votorantim,SP,18113
1159,74966570,Aparecida de Goiânia,GO,74966
1160,14811060,Araraquara,SP,14811
1161,59160752,Parnamirim,RN,59160
1162,60867100,Fortaleza,CE,60867
1163,13144696,Paulínia,SP,13144
1164,29946642,São Mateus,ES,29946
1165,50080206,Recife,PE,50080
1166,66635003,Belém,PA,66635
1167,08720230,Mogi das Cruzes,SP,08720
1168,70803200,Brasília,DF,70803
1169,71901200,Brasília,DF,71901
1170,65058635,São Luís,MA,65058
1171,76813082,Porto Velho,RO,76813
1172,39160971,Santo Antônio do Itambé,MG,39160
1173,30290000,Belo Horizonte,MG,30290
1174,94853000,Alvorada,RS,94853
1175,75020355,Anápolis,GO,75020
1176,18411250,Itapeva,SP,18411
1177,35608972,Alberto Isaacson,MG,35608
1178,71010101,Brasília,DF,71010
1179,20771034,Rio de Janeiro,RJ,20771
1180,75393486,Trindade,GO,75393
1181,71880600,Brasília,DF,71880
1182,85015200,Guarapuava,PR,85015
1183,07438720,Arujá,SP,07438
1184,07911070,Francisco Morato,SP,07911
1185,64019702,Teresina,PI,64019
1186,12425140,Pindamonhangaba,SP,12425
1187,13275140,Valinhos,SP,13275
1188,12319340,Jacareí,SP,12319
1189,45003170,Vitória da Conquista,BA,45003
1190,60181275,Fortaleza,CE,60181
1191,50860209,Recife,PE,50860
1192,44006210,Feira de Santana,BA,44006
1193,28220970,Barcelos,RJ,28220
1194,61942440,Maranguape,CE,61942
1195,28400970,São Fidélis,RJ,28400
1196,59150310,Parnamirim,RN,59150
1197,73041100,Brasília,DF,73041
1198,60540182,Fortaleza,CE,60540
1199,38740276,Patrocínio,MG,38740
1200,76820848,Porto Velho,RO,76820
1201,69068630,Manaus,AM,69068
1202,91509900,Porto Alegre,RS,91509
1203,90029900,Porto Alegre,RS,90029
1204,99330970,Tunas,RS,99330
1205,75828000,Chapadão do Céu,GO,75828
1206,95300970,Lagoa Vermelha,RS,95300
1207,05724003,São Paulo,SP,05724
1208,77458970,Sucupira,TO,77458
1209,95690970,Rolante,RS,95690
1210,76824685,Porto Velho,RO,76824
1211,75740000,Goiandira,GO,75740
1212,25267130,Duque de Caxias,RJ,25267
1213,23937000,Angra dos Reis,RJ,23937
1214,02340001,São Paulo,SP,02340
1215,98440970,Caiçara,RS,98440
1216,08717260,Mogi das Cruzes,SP,08717
1217,83330167,Pinhais,PR,83330
1218,69100015,Itacoatiara,AM,69100
1219,09432000,Ribeirão Pires,SP,09432
1220,05534000,São Paulo,SP,05534
1221,08594420,Itaquaquecetuba,SP,08594
1222,05042000,São Paulo,SP,05042
1223,76821204,Porto Velho,RO,76821
1224,27516245,Resende,RJ,27516
1225,76907678,Ji-Paraná,RO,76907
1226,87895970,Adhemar de Barros,PR,87895
1227,86742970,Santa Zélia,PR,86742
1228,77558970,Oliveira de Fátima,TO,77558
1229,79803020,Dourados,MS,79803
1230,76380323,Goianésia,GO,76380
1231,76821510,Porto Velho,RO,76821
1232,95903000,Lajeado,RS,95903
1233,76821054,Porto Velho,RO,76821
1234,38015000,Uberaba,MG,38015
1235,12380970,Santa Branca,SP,12380
1236,29101738,Vila Velha,ES,29101
1237,69101152,Itacoatiara,AM,69101
1238,14790970,Guaíra,SP,14790
1239,14795971,Colômbia,SP,14795
1240,63490970,Jaguaribara,CE,63490
1241,58175970,Cuité,PB,58175
1242,65625970,Duque Bacelar,MA,65625
1243,79200970,Aquidauana,MS,79200
1244,63660970,Tauá,CE,63660
1245,56400970,Floresta,PE,56400
1246,45920970,Nova Viçosa,BA,45920
1247,58304973,Bebelândia,PB,58304
1248,62595970,Cruz,CE,62595
1249,26150590,Belford Roxo,RJ,26150
1250,60321130,Fortaleza,CE,60321
1251,49810970,Poço Redondo,SE,49810
1252,12913038,Bragança Paulista,SP,12913
1253,36440971,Itaverava,MG,36440
1254,79823800,Dourados,MS,79823
1255,36740970,Recreio,MG,36740
1256,12289007,Caçapava,SP,12289
1257,35238971,Campo Alegre de Minas,MG,35238
1258,92441142,Canoas,RS,92441
1259,37240970,Luminárias,MG,37240
1260,38680970,Arinos,MG,38680
1261,74115045,Goiânia,GO,74115
1262,27555970,Engenheiro Passos,RJ,27555
1263,39450973,Varzelândia,MG,39450
1264,38658972,Natalândia,MG,38658
1265,69553165,Tefé,AM,69553
1266,75845000,Palestina de Goiás,GO,75845
1267,78049946,Cuiabá,MT,78049
1268,76305000,Nova Glória,GO,76305
1269,72738020,Brasília,DF,72738
1270,76840970,Jaci Paraná,RO,76840
1271,76806096,Porto Velho,RO,76806
1272,13820972,Monte Alegre do Sul,SP,13820
1273,05676120,São Paulo,SP,05676
1274,99855970,São João da Urtiga,RS,99855
1275,14210970,Luís Antônio,SP,14210
1276,87275970,Ivailândia,PR,87275
1277,98950970,Alecrim,RS,98950
1278,13960970,Socorro,SP,13960
1279,24470003,São Gonçalo,RJ,24470
1280,25670070,Petrópolis,RJ,25670
1281,89930970,São José do Cedro,SC,89930
1282,50950000,Recife,PE,50950
1283,78049558,Cuiabá,MT,78049
1284,22245130,Rio de Janeiro,RJ,22245
1285,55650970,Passira,PE,55650
1286,64080190,Teresina,PI,64080
1287,39890970,Joaíma,MG,39890
1288,13232005,Campo Limpo Paulista,SP,13232
1289,53427000,Paulista,PE,53427
1290,73809670,Formosa,GO,73809
1291,76964242,Cacoal,RO,76964
1292,45037290,Vitória da Conquista,BA,45037
1293,17790970,Pracinha,SP,17790
1294,27532205,Resende,RJ,27532
1295,57470970,Olho D'Água do Casado,AL,57470
1296,59077030,Natal,RN,59077
1297,23970995,Paraty,RJ,23970
1298,76806202,Porto Velho,RO,76806
1299,58723970,São José de Espinharas,PB,58723
1300,65650970,São Francisco do Maranhão,MA,65650
1301,63520990,Orós,CE,63520
1302,50771001,Recife,PE,50771
1303,06774008,Taboão da Serra,SP,06774
1304,65223970,Olinda Nova do Maranhão,MA,65223
1305,39970970,Pedra Azul,MG,39970
1306,70064900,Brasília,DF,70064
1307,76802198,Porto Velho,RO,76802
1308,35322000,São João do Jacutinga,MG,35322
1309,36235970,Santa Rita do Ibitipoca,MG,36235
1310,83406010,Colombo,PR,83406
1311,23071160,Rio de Janeiro,RJ,23071
1312,71715047,Brasília,DF,71715
1313,21615435,Rio de Janeiro,RJ,21615
1314,31930492,Belo Horizonte,MG,31930
1315,36106800,Penido,MG,36106
1316,76829298,Porto Velho,RO,76829
